Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
sonicclean-volcano-flame-aromatherapy-essential-oil-air-diffuser-elite,SonicClean Volcano Flame Aromatherapy Essential Oil Air Diffuser (Elite),"<p>High-demand SonicClean SonicClean Volcano Flame Aromatherapy Essential Oil Air Diffuser (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",SonicClean,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Flame Amber,Size,300ml Tank,SY-SY-PROD-3172,500,shopify,16,deny,manual,50.06,81.59,true,true,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?auto=format&fit=crop&w=800&q=80,1,active
crystalsonic-cordless-electric-rechargeable-sweater-fabric-shaver-classic,CrystalSonic Cordless Electric Rechargeable Sweater Fabric Shaver (Classic),"<p>High-demand CrystalSonic CrystalSonic Cordless Electric Rechargeable Sweater Fabric Shaver (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",CrystalSonic,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Sage Green,Size,Compact Handheld,SY-SY-PROD-3173,500,shopify,17,deny,manual,21.43,37.22,true,true,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-daily-care-wireless-handheld-high-power-car-desktop-vacuum-series-2,Sunnyeora Daily Care Wireless Handheld High-Power Car & Desktop Vacuum (Series 2),"<p>High-demand Sunnyeora Daily Care Sunnyeora Daily Care Wireless Handheld High-Power Car & Desktop Vacuum (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Daily Care,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Black,Size,9000Pa Strong Suction,SY-SY-PROD-3174,500,shopify,18,deny,manual,54.80,88.94,true,true,https://images.unsplash.com/photo-1540555700478-4be289fbecef?auto=format&fit=crop&w=800&q=80,1,active
luminaglow-tech-magnetic-motion-sensor-led-wireless-under-cabinet-light-strip-air,LuminaGlow Tech Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Air),"<p>High-demand LuminaGlow Tech LuminaGlow Tech Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",LuminaGlow Tech,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Cozy White,Size,30cm Ultra-Thin (2-Pack),SY-SY-PROD-3175,500,shopify,19,deny,manual,24.17,41.46,true,true,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?auto=format&fit=crop&w=800&q=80,1,active
purerest-living-self-heating-electric-ceramic-temperature-control-coffee-mug-signature,PureRest Living Self-Heating Electric Ceramic Temperature Control Coffee Mug (Signature),"<p>High-demand PureRest Living PureRest Living Self-Heating Electric Ceramic Temperature Control Coffee Mug (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",PureRest Living,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Charcoal,Size,350ml with Coaster Pad,SY-SY-PROD-3176,500,shopify,5,deny,manual,63.54,102.49,true,true,https://images.unsplash.com/photo-1584100936595-c0654b55a2e2?auto=format&fit=crop&w=800&q=80,1,active
sonicclean-crystalsonic-45-000hz-ultrasonic-jewelry-retainer-cleaner-v2,"SonicClean CrystalSonic™ 45,000Hz Ultrasonic Jewelry & Retainer Cleaner (V2)","<p>High-demand SonicClean SonicClean CrystalSonic™ 45,000Hz Ultrasonic Jewelry & Retainer Cleaner (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",SonicClean,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Nordic White,Size,450ml Stainless Tank,SY-SY-PROD-3177,500,shopify,6,deny,manual,61.91,99.96,true,true,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?auto=format&fit=crop&w=800&q=80,1,active
crystalsonic-deep-sleep-orthopedic-cervical-contour-memory-pillow-luxe,CrystalSonic Deep-Sleep™ Orthopedic Cervical Contour Memory Pillow (Luxe),"<p>High-demand CrystalSonic CrystalSonic Deep-Sleep™ Orthopedic Cervical Contour Memory Pillow (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",CrystalSonic,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Ice-Silk White,Size,Universal Dual-Contour,SY-SY-PROD-3178,500,shopify,7,deny,manual,73.28,117.58,true,true,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-daily-care-luminaglow-7-in-1-red-light-facial-phototherapy-wand-pure,Sunnyeora Daily Care LuminaGlow™ 7-in-1 Red Light Facial Phototherapy Wand (Pure),"<p>High-demand Sunnyeora Daily Care Sunnyeora Daily Care LuminaGlow™ 7-in-1 Red Light Facial Phototherapy Wand (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Daily Care,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Rose Gold Luxury,Size,Type-C Rechargeable,SY-SY-PROD-3179,500,shopify,8,deny,manual,84.65,135.21,true,true,https://images.unsplash.com/photo-1540555700478-4be289fbecef?auto=format&fit=crop&w=800&q=80,1,active
luminaglow-tech-volcano-flame-aromatherapy-essential-oil-air-diffuser-essential,LuminaGlow Tech Volcano Flame Aromatherapy Essential Oil Air Diffuser (Essential),"<p>High-demand LuminaGlow Tech LuminaGlow Tech Volcano Flame Aromatherapy Essential Oil Air Diffuser (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",LuminaGlow Tech,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Flame Amber,Size,300ml Tank,SY-SY-PROD-3180,500,shopify,9,deny,manual,36.02,59.83,true,true,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?auto=format&fit=crop&w=800&q=80,1,active
purerest-living-cordless-electric-rechargeable-sweater-fabric-shaver-pro,PureRest Living Cordless Electric Rechargeable Sweater Fabric Shaver (Pro),"<p>High-demand PureRest Living PureRest Living Cordless Electric Rechargeable Sweater Fabric Shaver (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",PureRest Living,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Sage Green,Size,Compact Handheld,SY-SY-PROD-3181,500,shopify,10,deny,manual,32.39,54.20,true,true,https://images.unsplash.com/photo-1584100936595-c0654b55a2e2?auto=format&fit=crop&w=800&q=80,1,active
sonicclean-wireless-handheld-high-power-car-desktop-vacuum-elite,SonicClean Wireless Handheld High-Power Car & Desktop Vacuum (Elite),"<p>High-demand SonicClean SonicClean Wireless Handheld High-Power Car & Desktop Vacuum (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",SonicClean,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Black,Size,9000Pa Strong Suction,SY-SY-PROD-3182,500,shopify,11,deny,manual,39.76,65.63,true,true,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?auto=format&fit=crop&w=800&q=80,1,active
crystalsonic-magnetic-motion-sensor-led-wireless-under-cabinet-light-strip-classic,CrystalSonic Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Classic),"<p>High-demand CrystalSonic CrystalSonic Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",CrystalSonic,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Cozy White,Size,30cm Ultra-Thin (2-Pack),SY-SY-PROD-3183,500,shopify,12,deny,manual,21.13,36.75,true,true,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-daily-care-self-heating-electric-ceramic-temperature-control-coffee-mug-series-2,Sunnyeora Daily Care Self-Heating Electric Ceramic Temperature Control Coffee Mug (Series 2),"<p>High-demand Sunnyeora Daily Care Sunnyeora Daily Care Self-Heating Electric Ceramic Temperature Control Coffee Mug (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Daily Care,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Charcoal,Size,350ml with Coaster Pad,SY-SY-PROD-3184,500,shopify,13,deny,manual,74.50,119.48,true,true,https://images.unsplash.com/photo-1540555700478-4be289fbecef?auto=format&fit=crop&w=800&q=80,1,active
luminaglow-tech-crystalsonic-45-000hz-ultrasonic-jewelry-retainer-cleaner-air,"LuminaGlow Tech CrystalSonic™ 45,000Hz Ultrasonic Jewelry & Retainer Cleaner (Air)","<p>High-demand LuminaGlow Tech LuminaGlow Tech CrystalSonic™ 45,000Hz Ultrasonic Jewelry & Retainer Cleaner (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",LuminaGlow Tech,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Nordic White,Size,450ml Stainless Tank,SY-SY-PROD-3185,500,shopify,14,deny,manual,42.87,70.45,true,true,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?auto=format&fit=crop&w=800&q=80,1,active
purerest-living-deep-sleep-orthopedic-cervical-contour-memory-pillow-signature,PureRest Living Deep-Sleep™ Orthopedic Cervical Contour Memory Pillow (Signature),"<p>High-demand PureRest Living PureRest Living Deep-Sleep™ Orthopedic Cervical Contour Memory Pillow (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",PureRest Living,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Ice-Silk White,Size,Universal Dual-Contour,SY-SY-PROD-3186,500,shopify,15,deny,manual,84.24,134.57,true,true,https://images.unsplash.com/photo-1584100936595-c0654b55a2e2?auto=format&fit=crop&w=800&q=80,1,active
sonicclean-luminaglow-7-in-1-red-light-facial-phototherapy-wand-v2,SonicClean LuminaGlow™ 7-in-1 Red Light Facial Phototherapy Wand (V2),"<p>High-demand SonicClean SonicClean LuminaGlow™ 7-in-1 Red Light Facial Phototherapy Wand (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",SonicClean,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Rose Gold Luxury,Size,Type-C Rechargeable,SY-SY-PROD-3187,500,shopify,16,deny,manual,95.61,152.20,true,true,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?auto=format&fit=crop&w=800&q=80,1,active
crystalsonic-volcano-flame-aromatherapy-essential-oil-air-diffuser-luxe,CrystalSonic Volcano Flame Aromatherapy Essential Oil Air Diffuser (Luxe),"<p>High-demand CrystalSonic CrystalSonic Volcano Flame Aromatherapy Essential Oil Air Diffuser (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",CrystalSonic,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Flame Amber,Size,300ml Tank,SY-SY-PROD-3188,500,shopify,17,deny,manual,46.98,76.82,true,true,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-daily-care-cordless-electric-rechargeable-sweater-fabric-shaver-pure,Sunnyeora Daily Care Cordless Electric Rechargeable Sweater Fabric Shaver (Pure),"<p>High-demand Sunnyeora Daily Care Sunnyeora Daily Care Cordless Electric Rechargeable Sweater Fabric Shaver (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Daily Care,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Sage Green,Size,Compact Handheld,SY-SY-PROD-3189,500,shopify,18,deny,manual,28.35,47.94,true,true,https://images.unsplash.com/photo-1540555700478-4be289fbecef?auto=format&fit=crop&w=800&q=80,1,active
luminaglow-tech-wireless-handheld-high-power-car-desktop-vacuum-essential,LuminaGlow Tech Wireless Handheld High-Power Car & Desktop Vacuum (Essential),"<p>High-demand LuminaGlow Tech LuminaGlow Tech Wireless Handheld High-Power Car & Desktop Vacuum (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",LuminaGlow Tech,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Black,Size,9000Pa Strong Suction,SY-SY-PROD-3190,500,shopify,19,deny,manual,50.72,82.62,true,true,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?auto=format&fit=crop&w=800&q=80,1,active
purerest-living-magnetic-motion-sensor-led-wireless-under-cabinet-light-strip-pro,PureRest Living Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Pro),"<p>High-demand PureRest Living PureRest Living Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",PureRest Living,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Cozy White,Size,30cm Ultra-Thin (2-Pack),SY-SY-PROD-3191,500,shopify,5,deny,manual,32.09,53.74,true,true,https://images.unsplash.com/photo-1584100936595-c0654b55a2e2?auto=format&fit=crop&w=800&q=80,1,active
sonicclean-self-heating-electric-ceramic-temperature-control-coffee-mug-elite,SonicClean Self-Heating Electric Ceramic Temperature Control Coffee Mug (Elite),"<p>High-demand SonicClean SonicClean Self-Heating Electric Ceramic Temperature Control Coffee Mug (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",SonicClean,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Charcoal,Size,350ml with Coaster Pad,SY-SY-PROD-3192,500,shopify,6,deny,manual,53.46,86.86,true,true,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?auto=format&fit=crop&w=800&q=80,1,active
crystalsonic-crystalsonic-45-000hz-ultrasonic-jewelry-retainer-cleaner-classic,"CrystalSonic CrystalSonic™ 45,000Hz Ultrasonic Jewelry & Retainer Cleaner (Classic)","<p>High-demand CrystalSonic CrystalSonic CrystalSonic™ 45,000Hz Ultrasonic Jewelry & Retainer Cleaner (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",CrystalSonic,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Nordic White,Size,450ml Stainless Tank,SY-SY-PROD-3193,500,shopify,7,deny,manual,53.83,87.44,true,true,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-daily-care-deep-sleep-orthopedic-cervical-contour-memory-pillow-series-2,Sunnyeora Daily Care Deep-Sleep™ Orthopedic Cervical Contour Memory Pillow (Series 2),"<p>High-demand Sunnyeora Daily Care Sunnyeora Daily Care Deep-Sleep™ Orthopedic Cervical Contour Memory Pillow (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Daily Care,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Ice-Silk White,Size,Universal Dual-Contour,SY-SY-PROD-3194,500,shopify,8,deny,manual,55.20,89.56,true,true,https://images.unsplash.com/photo-1540555700478-4be289fbecef?auto=format&fit=crop&w=800&q=80,1,active
luminaglow-tech-luminaglow-7-in-1-red-light-facial-phototherapy-wand-air,LuminaGlow Tech LuminaGlow™ 7-in-1 Red Light Facial Phototherapy Wand (Air),"<p>High-demand LuminaGlow Tech LuminaGlow Tech LuminaGlow™ 7-in-1 Red Light Facial Phototherapy Wand (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",LuminaGlow Tech,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Rose Gold Luxury,Size,Type-C Rechargeable,SY-SY-PROD-3195,500,shopify,9,deny,manual,66.57,107.18,true,true,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?auto=format&fit=crop&w=800&q=80,1,active
purerest-living-volcano-flame-aromatherapy-essential-oil-air-diffuser-signature,PureRest Living Volcano Flame Aromatherapy Essential Oil Air Diffuser (Signature),"<p>High-demand PureRest Living PureRest Living Volcano Flame Aromatherapy Essential Oil Air Diffuser (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",PureRest Living,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Flame Amber,Size,300ml Tank,SY-SY-PROD-3196,500,shopify,10,deny,manual,57.94,93.81,true,true,https://images.unsplash.com/photo-1584100936595-c0654b55a2e2?auto=format&fit=crop&w=800&q=80,1,active
sonicclean-cordless-electric-rechargeable-sweater-fabric-shaver-v2,SonicClean Cordless Electric Rechargeable Sweater Fabric Shaver (V2),"<p>High-demand SonicClean SonicClean Cordless Electric Rechargeable Sweater Fabric Shaver (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",SonicClean,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Sage Green,Size,Compact Handheld,SY-SY-PROD-3197,500,shopify,11,deny,manual,24.31,41.68,true,true,https://images.unsplash.com/photo-1598440947619-2c35fc9aa908?auto=format&fit=crop&w=800&q=80,1,active
crystalsonic-wireless-handheld-high-power-car-desktop-vacuum-luxe,CrystalSonic Wireless Handheld High-Power Car & Desktop Vacuum (Luxe),"<p>High-demand CrystalSonic CrystalSonic Wireless Handheld High-Power Car & Desktop Vacuum (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",CrystalSonic,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Black,Size,9000Pa Strong Suction,SY-SY-PROD-3198,500,shopify,12,deny,manual,61.68,99.60,true,true,https://images.unsplash.com/photo-1522337360788-8b13dee7a37e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-daily-care-magnetic-motion-sensor-led-wireless-under-cabinet-light-strip-pure,Sunnyeora Daily Care Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Pure),"<p>High-demand Sunnyeora Daily Care Sunnyeora Daily Care Magnetic Motion Sensor LED Wireless Under-Cabinet Light Strip (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Daily Care,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Warm Cozy White,Size,30cm Ultra-Thin (2-Pack),SY-SY-PROD-3199,500,shopify,13,deny,manual,29.05,49.03,true,true,https://images.unsplash.com/photo-1540555700478-4be289fbecef?auto=format&fit=crop&w=800&q=80,1,active
luminaglow-tech-self-heating-electric-ceramic-temperature-control-coffee-mug-essential,LuminaGlow Tech Self-Heating Electric Ceramic Temperature Control Coffee Mug (Essential),"<p>High-demand LuminaGlow Tech LuminaGlow Tech Self-Heating Electric Ceramic Temperature Control Coffee Mug (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",LuminaGlow Tech,utilities,utilities,"utilities, utilities, unisex, dropshipping, bestseller",true,Color,Matte Charcoal,Size,350ml with Coaster Pad,SY-SY-PROD-3200,500,shopify,14,deny,manual,64.42,103.85,true,true,https://images.unsplash.com/photo-1583863788434-e58a36330cf0?auto=format&fit=crop&w=800&q=80,1,active
