Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
aeroflex-premium-pima-cotton-crew-t-shirt-pro,AeroFlex Premium Pima Cotton Crew T-Shirt (Pro),"<p>High-demand AeroFlex AeroFlex Premium Pima Cotton Crew T-Shirt (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",AeroFlex,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Optic White,Size,S,SY-SY-PROD-1011,500,shopify,15,deny,manual,38.69,63.97,true,true,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?auto=format&fit=crop&w=800&q=80,1,active
highlander-casual-linen-blend-button-down-shirt-elite,Highlander Casual Linen Blend Button-Down Shirt (Elite),"<p>High-demand Highlander Highlander Casual Linen Blend Button-Down Shirt (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Highlander,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Sky Blue,Size,M,SY-SY-PROD-1012,500,shopify,16,deny,manual,50.06,81.59,true,true,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80,1,active
roadstyler-tactical-multi-pocket-cargo-pants-classic,Roadstyler Tactical Multi-Pocket Cargo Pants (Classic),"<p>High-demand Roadstyler Roadstyler Tactical Multi-Pocket Cargo Pants (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Roadstyler,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Military Green,Size,30,SY-SY-PROD-1013,500,shopify,17,deny,manual,66.43,106.97,true,true,https://images.unsplash.com/photo-1593030761757-71fae45fa0e7?auto=format&fit=crop&w=800&q=80,1,active
mast-harbour-zip-up-quilted-flight-bomber-jacket-series-2,Mast & Harbour Zip-Up Quilted Flight Bomber Jacket (Series 2),"<p>High-demand Mast & Harbour Mast & Harbour Zip-Up Quilted Flight Bomber Jacket (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Mast & Harbour,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Gunmetal Gray,Size,M,SY-SY-PROD-1014,500,shopify,18,deny,manual,87.80,140.09,true,true,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80,1,active
urbanpulse-thermal-fleece-athleisure-joggers-air,UrbanPulse Thermal Fleece Athleisure Joggers (Air),"<p>High-demand UrbanPulse UrbanPulse Thermal Fleece Athleisure Joggers (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",UrbanPulse,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Heather Charcoal,Size,S,SY-SY-PROD-1015,500,shopify,19,deny,manual,52.17,84.86,true,true,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?auto=format&fit=crop&w=800&q=80,1,active
dennis-lingo-modern-mandarin-collar-linen-kurta-signature,Dennis Lingo Modern Mandarin Collar Linen Kurta (Signature),"<p>High-demand Dennis Lingo Dennis Lingo Modern Mandarin Collar Linen Kurta (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Dennis Lingo,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Royal Blue,Size,M,SY-SY-PROD-1016,500,shopify,5,deny,manual,59.54,96.29,true,true,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-man-oversized-heavyweight-hoodie-v2,Sunnyeora Man Oversized Heavyweight Hoodie (V2),"<p>High-demand Sunnyeora Man Sunnyeora Man Oversized Heavyweight Hoodie (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Man,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Jet Black,Size,S,SY-SY-PROD-1017,500,shopify,6,deny,manual,61.91,99.96,true,true,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80,1,active
aeroflex-slim-fit-stretch-denim-jeans-luxe,AeroFlex Slim-Fit Stretch Denim Jeans (Luxe),"<p>High-demand AeroFlex AeroFlex Slim-Fit Stretch Denim Jeans (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",AeroFlex,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Vintage Indigo,Size,30,SY-SY-PROD-1018,500,shopify,7,deny,manual,68.28,109.83,true,true,https://images.unsplash.com/photo-1617137984095-74e4e5e3613f?auto=format&fit=crop&w=800&q=80,1,active
highlander-premium-pima-cotton-crew-t-shirt-pure,Highlander Premium Pima Cotton Crew T-Shirt (Pure),"<p>High-demand Highlander Highlander Premium Pima Cotton Crew T-Shirt (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Highlander,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Optic White,Size,S,SY-SY-PROD-1019,500,shopify,8,deny,manual,34.65,57.71,true,true,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?auto=format&fit=crop&w=800&q=80,1,active
roadstyler-casual-linen-blend-button-down-shirt-essential,Roadstyler Casual Linen Blend Button-Down Shirt (Essential),"<p>High-demand Roadstyler Roadstyler Casual Linen Blend Button-Down Shirt (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Roadstyler,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Sky Blue,Size,M,SY-SY-PROD-1020,500,shopify,9,deny,manual,36.02,59.83,true,true,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80,1,active
mast-harbour-tactical-multi-pocket-cargo-pants-pro,Mast & Harbour Tactical Multi-Pocket Cargo Pants (Pro),"<p>High-demand Mast & Harbour Mast & Harbour Tactical Multi-Pocket Cargo Pants (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Mast & Harbour,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Military Green,Size,30,SY-SY-PROD-1021,500,shopify,10,deny,manual,77.39,123.95,true,true,https://images.unsplash.com/photo-1593030761757-71fae45fa0e7?auto=format&fit=crop&w=800&q=80,1,active
urbanpulse-zip-up-quilted-flight-bomber-jacket-elite,UrbanPulse Zip-Up Quilted Flight Bomber Jacket (Elite),"<p>High-demand UrbanPulse UrbanPulse Zip-Up Quilted Flight Bomber Jacket (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",UrbanPulse,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Gunmetal Gray,Size,M,SY-SY-PROD-1022,500,shopify,11,deny,manual,98.76,157.08,true,true,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80,1,active
dennis-lingo-thermal-fleece-athleisure-joggers-classic,Dennis Lingo Thermal Fleece Athleisure Joggers (Classic),"<p>High-demand Dennis Lingo Dennis Lingo Thermal Fleece Athleisure Joggers (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Dennis Lingo,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Heather Charcoal,Size,S,SY-SY-PROD-1023,500,shopify,12,deny,manual,41.13,67.75,true,true,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-man-modern-mandarin-collar-linen-kurta-series-2,Sunnyeora Man Modern Mandarin Collar Linen Kurta (Series 2),"<p>High-demand Sunnyeora Man Sunnyeora Man Modern Mandarin Collar Linen Kurta (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Man,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Royal Blue,Size,M,SY-SY-PROD-1024,500,shopify,13,deny,manual,44.50,72.98,true,true,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?auto=format&fit=crop&w=800&q=80,1,active
aeroflex-oversized-heavyweight-hoodie-air,AeroFlex Oversized Heavyweight Hoodie (Air),"<p>High-demand AeroFlex AeroFlex Oversized Heavyweight Hoodie (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",AeroFlex,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Jet Black,Size,S,SY-SY-PROD-1025,500,shopify,14,deny,manual,42.87,70.45,true,true,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80,1,active
highlander-slim-fit-stretch-denim-jeans-signature,Highlander Slim-Fit Stretch Denim Jeans (Signature),"<p>High-demand Highlander Highlander Slim-Fit Stretch Denim Jeans (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Highlander,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Vintage Indigo,Size,30,SY-SY-PROD-1026,500,shopify,15,deny,manual,79.24,126.82,true,true,https://images.unsplash.com/photo-1617137984095-74e4e5e3613f?auto=format&fit=crop&w=800&q=80,1,active
roadstyler-premium-pima-cotton-crew-t-shirt-v2,Roadstyler Premium Pima Cotton Crew T-Shirt (V2),"<p>High-demand Roadstyler Roadstyler Premium Pima Cotton Crew T-Shirt (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Roadstyler,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Optic White,Size,S,SY-SY-PROD-1027,500,shopify,16,deny,manual,30.61,51.45,true,true,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?auto=format&fit=crop&w=800&q=80,1,active
mast-harbour-casual-linen-blend-button-down-shirt-luxe,Mast & Harbour Casual Linen Blend Button-Down Shirt (Luxe),"<p>High-demand Mast & Harbour Mast & Harbour Casual Linen Blend Button-Down Shirt (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Mast & Harbour,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Sky Blue,Size,M,SY-SY-PROD-1028,500,shopify,17,deny,manual,46.98,76.82,true,true,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80,1,active
urbanpulse-tactical-multi-pocket-cargo-pants-pure,UrbanPulse Tactical Multi-Pocket Cargo Pants (Pure),"<p>High-demand UrbanPulse UrbanPulse Tactical Multi-Pocket Cargo Pants (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",UrbanPulse,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Military Green,Size,30,SY-SY-PROD-1029,500,shopify,18,deny,manual,88.35,140.94,true,true,https://images.unsplash.com/photo-1593030761757-71fae45fa0e7?auto=format&fit=crop&w=800&q=80,1,active
dennis-lingo-zip-up-quilted-flight-bomber-jacket-essential,Dennis Lingo Zip-Up Quilted Flight Bomber Jacket (Essential),"<p>High-demand Dennis Lingo Dennis Lingo Zip-Up Quilted Flight Bomber Jacket (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Dennis Lingo,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Gunmetal Gray,Size,M,SY-SY-PROD-1030,500,shopify,19,deny,manual,109.72,174.07,true,true,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-man-thermal-fleece-athleisure-joggers-pro,Sunnyeora Man Thermal Fleece Athleisure Joggers (Pro),"<p>High-demand Sunnyeora Man Sunnyeora Man Thermal Fleece Athleisure Joggers (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Man,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Heather Charcoal,Size,S,SY-SY-PROD-1031,500,shopify,5,deny,manual,52.09,84.74,true,true,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?auto=format&fit=crop&w=800&q=80,1,active
aeroflex-modern-mandarin-collar-linen-kurta-elite,AeroFlex Modern Mandarin Collar Linen Kurta (Elite),"<p>High-demand AeroFlex AeroFlex Modern Mandarin Collar Linen Kurta (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",AeroFlex,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Royal Blue,Size,M,SY-SY-PROD-1032,500,shopify,6,deny,manual,55.46,89.96,true,true,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?auto=format&fit=crop&w=800&q=80,1,active
highlander-oversized-heavyweight-hoodie-classic,Highlander Oversized Heavyweight Hoodie (Classic),"<p>High-demand Highlander Highlander Oversized Heavyweight Hoodie (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Highlander,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Jet Black,Size,S,SY-SY-PROD-1033,500,shopify,7,deny,manual,53.83,87.44,true,true,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80,1,active
roadstyler-slim-fit-stretch-denim-jeans-series-2,Roadstyler Slim-Fit Stretch Denim Jeans (Series 2),"<p>High-demand Roadstyler Roadstyler Slim-Fit Stretch Denim Jeans (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Roadstyler,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Vintage Indigo,Size,30,SY-SY-PROD-1034,500,shopify,8,deny,manual,55.20,89.56,true,true,https://images.unsplash.com/photo-1617137984095-74e4e5e3613f?auto=format&fit=crop&w=800&q=80,1,active
mast-harbour-premium-pima-cotton-crew-t-shirt-air,Mast & Harbour Premium Pima Cotton Crew T-Shirt (Air),"<p>High-demand Mast & Harbour Mast & Harbour Premium Pima Cotton Crew T-Shirt (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Mast & Harbour,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Optic White,Size,S,SY-SY-PROD-1035,500,shopify,9,deny,manual,26.57,45.18,true,true,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?auto=format&fit=crop&w=800&q=80,1,active
urbanpulse-casual-linen-blend-button-down-shirt-signature,UrbanPulse Casual Linen Blend Button-Down Shirt (Signature),"<p>High-demand UrbanPulse UrbanPulse Casual Linen Blend Button-Down Shirt (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",UrbanPulse,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Sky Blue,Size,M,SY-SY-PROD-1036,500,shopify,10,deny,manual,57.94,93.81,true,true,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80,1,active
dennis-lingo-tactical-multi-pocket-cargo-pants-v2,Dennis Lingo Tactical Multi-Pocket Cargo Pants (V2),"<p>High-demand Dennis Lingo Dennis Lingo Tactical Multi-Pocket Cargo Pants (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Dennis Lingo,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Military Green,Size,30,SY-SY-PROD-1037,500,shopify,11,deny,manual,59.31,95.93,true,true,https://images.unsplash.com/photo-1593030761757-71fae45fa0e7?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-man-zip-up-quilted-flight-bomber-jacket-luxe,Sunnyeora Man Zip-Up Quilted Flight Bomber Jacket (Luxe),"<p>High-demand Sunnyeora Man Sunnyeora Man Zip-Up Quilted Flight Bomber Jacket (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Man,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Gunmetal Gray,Size,M,SY-SY-PROD-1038,500,shopify,12,deny,manual,70.68,113.55,true,true,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80,1,active
aeroflex-thermal-fleece-athleisure-joggers-pure,AeroFlex Thermal Fleece Athleisure Joggers (Pure),"<p>High-demand AeroFlex AeroFlex Thermal Fleece Athleisure Joggers (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",AeroFlex,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Heather Charcoal,Size,S,SY-SY-PROD-1039,500,shopify,13,deny,manual,41.05,67.63,true,true,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?auto=format&fit=crop&w=800&q=80,1,active
highlander-modern-mandarin-collar-linen-kurta-essential,Highlander Modern Mandarin Collar Linen Kurta (Essential),"<p>High-demand Highlander Highlander Modern Mandarin Collar Linen Kurta (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Highlander,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Royal Blue,Size,M,SY-SY-PROD-1040,500,shopify,14,deny,manual,40.42,66.65,true,true,https://images.unsplash.com/photo-1620799140408-edc6dcb6d633?auto=format&fit=crop&w=800&q=80,1,active
roadstyler-oversized-heavyweight-hoodie-pro,Roadstyler Oversized Heavyweight Hoodie (Pro),"<p>High-demand Roadstyler Roadstyler Oversized Heavyweight Hoodie (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Roadstyler,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Jet Black,Size,S,SY-SY-PROD-1041,500,shopify,15,deny,manual,64.79,104.42,true,true,https://images.unsplash.com/photo-1521572267360-ee0c2909d518?auto=format&fit=crop&w=800&q=80,1,active
mast-harbour-slim-fit-stretch-denim-jeans-elite,Mast & Harbour Slim-Fit Stretch Denim Jeans (Elite),"<p>High-demand Mast & Harbour Mast & Harbour Slim-Fit Stretch Denim Jeans (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Mast & Harbour,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Vintage Indigo,Size,30,SY-SY-PROD-1042,500,shopify,16,deny,manual,66.16,106.55,true,true,https://images.unsplash.com/photo-1617137984095-74e4e5e3613f?auto=format&fit=crop&w=800&q=80,1,active
urbanpulse-premium-pima-cotton-crew-t-shirt-classic,UrbanPulse Premium Pima Cotton Crew T-Shirt (Classic),"<p>High-demand UrbanPulse UrbanPulse Premium Pima Cotton Crew T-Shirt (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",UrbanPulse,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Optic White,Size,S,SY-SY-PROD-1043,500,shopify,17,deny,manual,37.53,62.17,true,true,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?auto=format&fit=crop&w=800&q=80,1,active
dennis-lingo-casual-linen-blend-button-down-shirt-series-2,Dennis Lingo Casual Linen Blend Button-Down Shirt (Series 2),"<p>High-demand Dennis Lingo Dennis Lingo Casual Linen Blend Button-Down Shirt (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Dennis Lingo,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Sky Blue,Size,M,SY-SY-PROD-1044,500,shopify,18,deny,manual,43.90,72.05,true,true,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-man-tactical-multi-pocket-cargo-pants-air,Sunnyeora Man Tactical Multi-Pocket Cargo Pants (Air),"<p>High-demand Sunnyeora Man Sunnyeora Man Tactical Multi-Pocket Cargo Pants (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Man,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Military Green,Size,30,SY-SY-PROD-1045,500,shopify,19,deny,manual,70.27,112.92,true,true,https://images.unsplash.com/photo-1593030761757-71fae45fa0e7?auto=format&fit=crop&w=800&q=80,1,active
aeroflex-zip-up-quilted-flight-bomber-jacket-signature,AeroFlex Zip-Up Quilted Flight Bomber Jacket (Signature),"<p>High-demand AeroFlex AeroFlex Zip-Up Quilted Flight Bomber Jacket (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",AeroFlex,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Gunmetal Gray,Size,M,SY-SY-PROD-1046,500,shopify,5,deny,manual,81.64,130.54,true,true,https://images.unsplash.com/photo-1618354691373-d851c5c3a990?auto=format&fit=crop&w=800&q=80,1,active
highlander-thermal-fleece-athleisure-joggers-v2,Highlander Thermal Fleece Athleisure Joggers (V2),"<p>High-demand Highlander Highlander Thermal Fleece Athleisure Joggers (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Highlander,clothing,clothing,"men, clothing, men, dropshipping, bestseller",true,Color,Heather Charcoal,Size,S,SY-SY-PROD-1047,500,shopify,6,deny,manual,52.01,84.62,true,true,https://images.unsplash.com/photo-1576995853123-5a10305d93c0?auto=format&fit=crop&w=800&q=80,1,active
