Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
vero-moda-high-performance-seamless-sculpt-leggings-air,Vero Moda High-Performance Seamless Sculpt Leggings (Air),"<p>High-demand Vero Moda Vero Moda High-Performance Seamless Sculpt Leggings (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Vero Moda,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Mocha Brown,Size,XS,SY-SY-PROD-1325,500,shopify,19,deny,manual,48.17,78.66,true,true,https://images.unsplash.com/photo-1485230895905-ec40ba36b9bc?auto=format&fit=crop&w=800&q=80,1,active
libas-satin-silk-cowl-neck-evening-top-signature,Libas Satin Silk Cowl Neck Evening Top (Signature),"<p>High-demand Libas Libas Satin Silk Cowl Neck Evening Top (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Libas,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Champagne Gold,Size,S,SY-SY-PROD-1326,500,shopify,5,deny,manual,29.54,49.79,true,true,https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-woman-floral-tiered-bohemian-maxi-dress-v2,Sunnyeora Woman Floral Tiered Bohemian Maxi Dress (V2),"<p>High-demand Sunnyeora Woman Sunnyeora Woman Floral Tiered Bohemian Maxi Dress (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Woman,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Dusty Rose,Size,XS,SY-SY-PROD-1327,500,shopify,6,deny,manual,64.91,104.61,true,true,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80,1,active
berrylush-ribbed-knit-bodycon-midi-dress-luxe,Berrylush Ribbed Knit Bodycon Midi Dress (Luxe),"<p>High-demand Berrylush Berrylush Ribbed Knit Bodycon Midi Dress (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Berrylush,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Espresso Brown,Size,S,SY-SY-PROD-1328,500,shopify,7,deny,manual,60.28,97.43,true,true,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80,1,active
sassafras-high-waist-wide-leg-sculpt-jeans-pure,Sassafras High-Waist Wide Leg Sculpt Jeans (Pure),"<p>High-demand Sassafras Sassafras High-Waist Wide Leg Sculpt Jeans (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sassafras,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Vintage Light Wash,Size,26,SY-SY-PROD-1329,500,shopify,8,deny,manual,71.65,115.06,true,true,https://images.unsplash.com/photo-1539571696357-5a69c17a67c6?auto=format&fit=crop&w=800&q=80,1,active
tokyo-talkies-oversized-boyfriend-cotton-poplin-shirt-essential,Tokyo Talkies Oversized Boyfriend Cotton Poplin Shirt (Essential),"<p>High-demand Tokyo Talkies Tokyo Talkies Oversized Boyfriend Cotton Poplin Shirt (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Tokyo Talkies,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Stripe Blue,Size,S,SY-SY-PROD-1330,500,shopify,9,deny,manual,36.02,59.83,true,true,https://images.unsplash.com/photo-1509631179647-0177331693ae?auto=format&fit=crop&w=800&q=80,1,active
anouk-embroidered-anarkali-kurta-set-with-dupatta-pro,Anouk Embroidered Anarkali Kurta Set with Dupatta (Pro),"<p>High-demand Anouk Anouk Embroidered Anarkali Kurta Set with Dupatta (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Anouk,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Emerald Silk,Size,S,SY-SY-PROD-1331,500,shopify,10,deny,manual,87.39,139.45,true,true,https://images.unsplash.com/photo-1550614000-4895a10e1bfd?auto=format&fit=crop&w=800&q=80,1,active
vero-moda-double-breasted-tailored-long-blazer-elite,Vero Moda Double-Breasted Tailored Long Blazer (Elite),"<p>High-demand Vero Moda Vero Moda Double-Breasted Tailored Long Blazer (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Vero Moda,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Camel Houndstooth,Size,XS,SY-SY-PROD-1332,500,shopify,11,deny,manual,97.76,155.53,true,true,https://images.unsplash.com/photo-1496747611176-843222e1e57c?auto=format&fit=crop&w=800&q=80,1,active
libas-high-performance-seamless-sculpt-leggings-classic,Libas High-Performance Seamless Sculpt Leggings (Classic),"<p>High-demand Libas Libas High-Performance Seamless Sculpt Leggings (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Libas,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Mocha Brown,Size,XS,SY-SY-PROD-1333,500,shopify,12,deny,manual,39.13,64.65,true,true,https://images.unsplash.com/photo-1485230895905-ec40ba36b9bc?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-woman-satin-silk-cowl-neck-evening-top-series-2,Sunnyeora Woman Satin Silk Cowl Neck Evening Top (Series 2),"<p>High-demand Sunnyeora Woman Sunnyeora Woman Satin Silk Cowl Neck Evening Top (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Woman,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Champagne Gold,Size,S,SY-SY-PROD-1334,500,shopify,13,deny,manual,40.50,66.78,true,true,https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80,1,active
berrylush-floral-tiered-bohemian-maxi-dress-air,Berrylush Floral Tiered Bohemian Maxi Dress (Air),"<p>High-demand Berrylush Berrylush Floral Tiered Bohemian Maxi Dress (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Berrylush,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Dusty Rose,Size,XS,SY-SY-PROD-1335,500,shopify,14,deny,manual,75.87,121.60,true,true,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80,1,active
sassafras-ribbed-knit-bodycon-midi-dress-signature,Sassafras Ribbed Knit Bodycon Midi Dress (Signature),"<p>High-demand Sassafras Sassafras Ribbed Knit Bodycon Midi Dress (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sassafras,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Espresso Brown,Size,S,SY-SY-PROD-1336,500,shopify,15,deny,manual,43.24,71.02,true,true,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80,1,active
tokyo-talkies-high-waist-wide-leg-sculpt-jeans-v2,Tokyo Talkies High-Waist Wide Leg Sculpt Jeans (V2),"<p>High-demand Tokyo Talkies Tokyo Talkies High-Waist Wide Leg Sculpt Jeans (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Tokyo Talkies,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Vintage Light Wash,Size,26,SY-SY-PROD-1337,500,shopify,16,deny,manual,82.61,132.05,true,true,https://images.unsplash.com/photo-1539571696357-5a69c17a67c6?auto=format&fit=crop&w=800&q=80,1,active
anouk-oversized-boyfriend-cotton-poplin-shirt-luxe,Anouk Oversized Boyfriend Cotton Poplin Shirt (Luxe),"<p>High-demand Anouk Anouk Oversized Boyfriend Cotton Poplin Shirt (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Anouk,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Stripe Blue,Size,S,SY-SY-PROD-1338,500,shopify,17,deny,manual,46.98,76.82,true,true,https://images.unsplash.com/photo-1509631179647-0177331693ae?auto=format&fit=crop&w=800&q=80,1,active
vero-moda-embroidered-anarkali-kurta-set-with-dupatta-pure,Vero Moda Embroidered Anarkali Kurta Set with Dupatta (Pure),"<p>High-demand Vero Moda Vero Moda Embroidered Anarkali Kurta Set with Dupatta (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Vero Moda,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Emerald Silk,Size,S,SY-SY-PROD-1339,500,shopify,18,deny,manual,98.35,156.44,true,true,https://images.unsplash.com/photo-1550614000-4895a10e1bfd?auto=format&fit=crop&w=800&q=80,1,active
libas-double-breasted-tailored-long-blazer-essential,Libas Double-Breasted Tailored Long Blazer (Essential),"<p>High-demand Libas Libas Double-Breasted Tailored Long Blazer (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Libas,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Camel Houndstooth,Size,XS,SY-SY-PROD-1340,500,shopify,19,deny,manual,108.72,172.52,true,true,https://images.unsplash.com/photo-1496747611176-843222e1e57c?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-woman-high-performance-seamless-sculpt-leggings-pro,Sunnyeora Woman High-Performance Seamless Sculpt Leggings (Pro),"<p>High-demand Sunnyeora Woman Sunnyeora Woman High-Performance Seamless Sculpt Leggings (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Woman,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Mocha Brown,Size,XS,SY-SY-PROD-1341,500,shopify,5,deny,manual,30.09,50.64,true,true,https://images.unsplash.com/photo-1485230895905-ec40ba36b9bc?auto=format&fit=crop&w=800&q=80,1,active
berrylush-satin-silk-cowl-neck-evening-top-elite,Berrylush Satin Silk Cowl Neck Evening Top (Elite),"<p>High-demand Berrylush Berrylush Satin Silk Cowl Neck Evening Top (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Berrylush,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Champagne Gold,Size,S,SY-SY-PROD-1342,500,shopify,6,deny,manual,33.46,55.86,true,true,https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80,1,active
sassafras-floral-tiered-bohemian-maxi-dress-classic,Sassafras Floral Tiered Bohemian Maxi Dress (Classic),"<p>High-demand Sassafras Sassafras Floral Tiered Bohemian Maxi Dress (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sassafras,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Dusty Rose,Size,XS,SY-SY-PROD-1343,500,shopify,7,deny,manual,49.83,81.24,true,true,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80,1,active
tokyo-talkies-ribbed-knit-bodycon-midi-dress-series-2,Tokyo Talkies Ribbed Knit Bodycon Midi Dress (Series 2),"<p>High-demand Tokyo Talkies Tokyo Talkies Ribbed Knit Bodycon Midi Dress (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Tokyo Talkies,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Espresso Brown,Size,S,SY-SY-PROD-1344,500,shopify,8,deny,manual,54.20,88.01,true,true,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80,1,active
anouk-high-waist-wide-leg-sculpt-jeans-air,Anouk High-Waist Wide Leg Sculpt Jeans (Air),"<p>High-demand Anouk Anouk High-Waist Wide Leg Sculpt Jeans (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Anouk,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Vintage Light Wash,Size,26,SY-SY-PROD-1345,500,shopify,9,deny,manual,55.57,90.13,true,true,https://images.unsplash.com/photo-1539571696357-5a69c17a67c6?auto=format&fit=crop&w=800&q=80,1,active
vero-moda-oversized-boyfriend-cotton-poplin-shirt-signature,Vero Moda Oversized Boyfriend Cotton Poplin Shirt (Signature),"<p>High-demand Vero Moda Vero Moda Oversized Boyfriend Cotton Poplin Shirt (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Vero Moda,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Stripe Blue,Size,S,SY-SY-PROD-1346,500,shopify,10,deny,manual,37.94,62.81,true,true,https://images.unsplash.com/photo-1509631179647-0177331693ae?auto=format&fit=crop&w=800&q=80,1,active
libas-embroidered-anarkali-kurta-set-with-dupatta-v2,Libas Embroidered Anarkali Kurta Set with Dupatta (V2),"<p>High-demand Libas Libas Embroidered Anarkali Kurta Set with Dupatta (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Libas,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Emerald Silk,Size,S,SY-SY-PROD-1347,500,shopify,11,deny,manual,109.31,173.43,true,true,https://images.unsplash.com/photo-1550614000-4895a10e1bfd?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-woman-double-breasted-tailored-long-blazer-luxe,Sunnyeora Woman Double-Breasted Tailored Long Blazer (Luxe),"<p>High-demand Sunnyeora Woman Sunnyeora Woman Double-Breasted Tailored Long Blazer (Luxe). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Woman,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Camel Houndstooth,Size,XS,SY-SY-PROD-1348,500,shopify,12,deny,manual,119.68,189.50,true,true,https://images.unsplash.com/photo-1496747611176-843222e1e57c?auto=format&fit=crop&w=800&q=80,1,active
berrylush-high-performance-seamless-sculpt-leggings-pure,Berrylush High-Performance Seamless Sculpt Leggings (Pure),"<p>High-demand Berrylush Berrylush High-Performance Seamless Sculpt Leggings (Pure). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Berrylush,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Mocha Brown,Size,XS,SY-SY-PROD-1349,500,shopify,13,deny,manual,41.05,67.63,true,true,https://images.unsplash.com/photo-1485230895905-ec40ba36b9bc?auto=format&fit=crop&w=800&q=80,1,active
sassafras-satin-silk-cowl-neck-evening-top-essential,Sassafras Satin Silk Cowl Neck Evening Top (Essential),"<p>High-demand Sassafras Sassafras Satin Silk Cowl Neck Evening Top (Essential). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sassafras,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Champagne Gold,Size,S,SY-SY-PROD-1350,500,shopify,14,deny,manual,44.42,72.85,true,true,https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=800&q=80,1,active
tokyo-talkies-floral-tiered-bohemian-maxi-dress-pro,Tokyo Talkies Floral Tiered Bohemian Maxi Dress (Pro),"<p>High-demand Tokyo Talkies Tokyo Talkies Floral Tiered Bohemian Maxi Dress (Pro). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Tokyo Talkies,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Dusty Rose,Size,XS,SY-SY-PROD-1351,500,shopify,15,deny,manual,60.79,98.22,true,true,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=800&q=80,1,active
anouk-ribbed-knit-bodycon-midi-dress-elite,Anouk Ribbed Knit Bodycon Midi Dress (Elite),"<p>High-demand Anouk Anouk Ribbed Knit Bodycon Midi Dress (Elite). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Anouk,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Espresso Brown,Size,S,SY-SY-PROD-1352,500,shopify,16,deny,manual,37.16,61.60,true,true,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=800&q=80,1,active
vero-moda-high-waist-wide-leg-sculpt-jeans-classic,Vero Moda High-Waist Wide Leg Sculpt Jeans (Classic),"<p>High-demand Vero Moda Vero Moda High-Waist Wide Leg Sculpt Jeans (Classic). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Vero Moda,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Vintage Light Wash,Size,26,SY-SY-PROD-1353,500,shopify,17,deny,manual,66.53,107.12,true,true,https://images.unsplash.com/photo-1539571696357-5a69c17a67c6?auto=format&fit=crop&w=800&q=80,1,active
libas-oversized-boyfriend-cotton-poplin-shirt-series-2,Libas Oversized Boyfriend Cotton Poplin Shirt (Series 2),"<p>High-demand Libas Libas Oversized Boyfriend Cotton Poplin Shirt (Series 2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Libas,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Stripe Blue,Size,S,SY-SY-PROD-1354,500,shopify,18,deny,manual,48.90,79.80,true,true,https://images.unsplash.com/photo-1509631179647-0177331693ae?auto=format&fit=crop&w=800&q=80,1,active
sunnyeora-woman-embroidered-anarkali-kurta-set-with-dupatta-air,Sunnyeora Woman Embroidered Anarkali Kurta Set with Dupatta (Air),"<p>High-demand Sunnyeora Woman Sunnyeora Woman Embroidered Anarkali Kurta Set with Dupatta (Air). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sunnyeora Woman,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Emerald Silk,Size,S,SY-SY-PROD-1355,500,shopify,19,deny,manual,70.27,112.92,true,true,https://images.unsplash.com/photo-1550614000-4895a10e1bfd?auto=format&fit=crop&w=800&q=80,1,active
berrylush-double-breasted-tailored-long-blazer-signature,Berrylush Double-Breasted Tailored Long Blazer (Signature),"<p>High-demand Berrylush Berrylush Double-Breasted Tailored Long Blazer (Signature). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Berrylush,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Camel Houndstooth,Size,XS,SY-SY-PROD-1356,500,shopify,5,deny,manual,69.64,111.94,true,true,https://images.unsplash.com/photo-1496747611176-843222e1e57c?auto=format&fit=crop&w=800&q=80,1,active
sassafras-high-performance-seamless-sculpt-leggings-v2,Sassafras High-Performance Seamless Sculpt Leggings (V2),"<p>High-demand Sassafras Sassafras High-Performance Seamless Sculpt Leggings (V2). Designed for superior performance, comfort and style. Sourced with USPS express air shipping (7-10 days).</p>",Sassafras,clothing,clothing,"women, clothing, women, dropshipping, bestseller",true,Color,Mocha Brown,Size,XS,SY-SY-PROD-1357,500,shopify,6,deny,manual,32.01,53.62,true,true,https://images.unsplash.com/photo-1485230895905-ec40ba36b9bc?auto=format&fit=crop&w=800&q=80,1,active
